FlapCoords for: Base_-3_deg
0.774231	0.0115828
0.775014	0.0131861
0.775896	0.0147369
0.776874	0.0162288
0.777944	0.0176561
0.779103	0.0190129
0.780345	0.020294
0.781665	0.0214941
0.783058	0.0226085
0.784518	0.0236327
0.786041	0.0245627
0.787619	0.0253948
0.789247	0.0261256
0.790917	0.0267522
0.792624	0.0272722
0.79436	0.0276834
0.796118	0.0279842
0.797892	0.0281734
0.799674	0.0282503
0.801458	0.0282145
0.802497	0.0281509
0.804739	0.028013
0.807479	0.0278434
0.810717	0.0276413
0.814453	0.0274058
0.818688	0.0271361
0.823421	0.0268312
0.828653	0.0264897
0.840231	0.025718
0.851404	0.0249525
0.862172	0.0241956
0.872534	0.0234497
0.882491	0.0227168
0.892043	0.0219992
0.901188	0.0212987
0.909928	0.0206173
0.918262	0.0199565
0.926189	0.0193181
0.933711	0.0187036
0.940826	0.0181145
0.947536	0.0175521
0.953839	0.0170177
0.959735	0.0165124
0.965225	0.0160373
0.970309	0.0155935
0.974986	0.0151818
0.979257	0.0148031
0.983121	0.0144582
0.986578	0.0141478
0.989629	0.0138725
0.992273	0.0136328
0.99451	0.0134292
0.996341	0.0132621
0.997765	0.0131317
0.998781	0.0130385
0.999392	0.0129825
0.999595	0.0129638
0.775583	-0.0142129
0.776529	-0.0157257
0.777568	-0.0171757
0.778697	-0.0185572
0.779911	-0.0198648
0.781205	-0.0210931
0.782573	-0.0222374
0.784012	-0.0232929
0.785514	-0.0242556
0.787074	-0.0251215
0.788685	-0.0258873
0.790341	-0.0265499
0.792036	-0.0271065
0.793763	-0.0275551
0.795515	-0.0278938
0.797284	-0.0281213
0.799064	-0.0282367
0.800849	-0.0282394
0.802629	-0.0281295
0.804399	-0.0279075
0.805426	-0.0277357
0.807641	-0.0273642
0.810348	-0.0269091
0.813547	-0.0263696
0.817239	-0.0257449
0.821422	-0.025034
0.826098	-0.024236
0.831265	-0.0233496
0.842699	-0.0213718
0.853731	-0.0194426
0.864361	-0.0175643
0.874588	-0.0157393
0.884414	-0.0139697
0.893838	-0.0122576
0.90286	-0.010605
0.911481	-0.00901373
0.9197	-0.00748548
0.927517	-0.00602192
0.934933	-0.00462459
0.941948	-0.00329492
0.948562	-0.00203428
0.954775	-0.000843925
0.960586	0.000274974
0.965997	0.00132132
0.971006	0.00229412
0.975615	0.00319243
0.979822	0.00401542
0.983629	0.00476231
0.987035	0.00543242
0.99004	0.00602512
0.992645	0.00653988
0.994848	0.00697623
0.996651	0.00733379
0.998054	0.00761221
0.999055	0.00781127
0.999656	0.00793077
0.999857	0.00797062
